,1-qid,two_realRank,two_realRank2,State,CordAscent,C_CE_I,C_CE_I_R,Total_Current_Assets,Current_Liabilities,NonCurrent_Liabilities,Unrestricted_Net_Assets,Restricted_Net_Assets,Total_Net_Assets,Total_Assets,Total_Liabilities,Total_Taxes,Total_Revenue_,Total_Expenses,NonCurrent_Liability,Change_in_Net_Assets,Population,UAAL_pension_(risk-free),UAAL_OPEB,Primary_gov_debt,Personal_income,cash_ratio,quick_ratio,current_ratio,op_ratio,surplus_percap,net_asst_ratio,long_term_liab,lt_percapita,tax_income_ratio,rev_income_ratio,exp_income_ratio,pension_income_ratio,opeb_income_ratio,overallrank,C_CE_I_R_contribution,Change_in_Net_Assets_contribution,Current_Liabilities_contribution,NonCurrent_Liability_contribution,NonCurrent_Liabilities_contribution,Personal_income_contribution,Population_contribution,Primary_gov_debt_contribution,Restricted_Net_Assets_contribution,Total_Assets_contribution,Total_Current_Assets_contribution,Total_Expenses_contribution,Total_Liabilities_contribution,Total_Net_Assets_contribution,Total_Revenue__contribution,Total_Taxes_contribution,UAAL_OPEB_contribution,UAAL_pension_(risk-free)_contribution,Unrestricted_Net_Assets_contribution,cash_ratio_contribution,current_ratio_contribution,exp_income_ratio_contribution,long_term_liab_contribution,lt_percapita_contribution,net_asst_ratio_contribution,op_ratio_contribution,opeb_income_ratio_contribution,pension_income_ratio_contribution,quick_ratio_contribution,rev_income_ratio_contribution,surplus_percap_contribution,tax_income_ratio_contribution,C_CE_I_R_feature_rank,Change_in_Net_Assets_feature_rank,Current_Liabilities_feature_rank,NonCurrent_Liability_feature_rank,NonCurrent_Liabilities_feature_rank,Personal_income_feature_rank,Population_feature_rank,Primary_gov_debt_feature_rank,Restricted_Net_Assets_feature_rank,Total_Assets_feature_rank,Total_Current_Assets_feature_rank,Total_Expenses_feature_rank,Total_Liabilities_feature_rank,Total_Net_Assets_feature_rank,Total_Revenue__feature_rank,Total_Taxes_feature_rank,UAAL_OPEB_feature_rank,UAAL_pension_(risk-free)_feature_rank,Unrestricted_Net_Assets_feature_rank,cash_ratio_feature_rank,current_ratio_feature_rank,exp_income_ratio_feature_rank,long_term_liab_feature_rank,lt_percapita_feature_rank,net_asst_ratio_feature_rank,op_ratio_feature_rank,opeb_income_ratio_feature_rank,pension_income_ratio_feature_rank,quick_ratio_feature_rank,rev_income_ratio_feature_rank,surplus_percap_feature_rank,tax_income_ratio_feature_rank
20,2006,45,45,Massachusetts,46,7737482,13606977,13743557,9612988,48229210,-13819539,4255188,-7915446,49926751,57842198,22224192857,48600980952,46396296429,48229209524,2204684524,6410084,46054309548,11680952381,23980336905,3.69E+11,0.8,1.42,1.43,1.05,343.94,-0.19,0.97,7523.96,0.06,0.13,0.13,0.12,0.03,45,-0.000416526,-0.002607641,0.003379576,-0.007484061,0.063820833,0.001967719,-0.001563718,0.017261978,-0.000936677,-0.039643273,-0.002434739,0.008897412,-0.030321976,-0.002934299,0.011556196,-0.000564667,-0.001265084,-0.002563863,-0.000568675,0.000464274,-0.002712051,0.001488651,0.005269969,-0.004064439,-0.000267788,-0.000187309,0.000749545,-0.001921765,-0.000903164,0.000404448,0.00969448,-0.001503028,30,14,11,8,1,17,19,4,23,2,16,7,3,12,5,28,22,15,27,29,13,21,9,10,32,33,26,18,24,31,6,20
21,2006,44,44,Michigan,35,2211071,8253186,11581352,5806395,11059737,-2044014,3198746,19997604,36863736,16866132,28932200000,52767380952,53633294048,11059736905,-824025000,10036081,51965741955,46808409524,9390476190,4.02E+11,0.38,1.42,1.99,0.98,-82.11,0.03,0.3,1102,0.07,0.13,0.13,0.13,0.12,44,-1.85E-06,0.000724274,-0.000457896,0.000930816,-0.012157341,-0.013150373,0.007683034,-0.002925972,-0.001178499,0.005296828,-0.000519153,0.009759245,0.006929655,0.000137575,0.012707263,-0.000166949,0.007719454,-0.001099532,-0.000146349,-0.00170809,-0.002338859,-0.001517438,-0.000535542,0.004077127,-0.000889277,-0.003641392,-0.001644686,0.000440492,-0.004074858,-0.001373117,-0.007622461,0.002601695,33,25,28,23,3,1,6,13,21,9,27,4,8,32,2,30,5,22,31,16,15,18,26,10,24,12,17,29,11,19,7,14
22,2006,33,33,Minnesota,38,7693257,11334135,12126769,5857957,6033400,771895,3970915,13551620,25442977,11891357,20470133333,32861927381,30156898810,6033400000,2705028571,5163555,38639831747,784576190,4924990476,2.42E+11,1.31,1.93,2.07,1.09,523.87,0.19,0.24,1168.46,0.08,0.14,0.12,0.16,0,33,0.000556841,-0.001718418,0.00076462,-0.00036147,-0.023808099,0.001251313,0.00113837,-0.004288946,-0.001170775,0.01054877,-0.002745465,0.000508439,0.00638234,0.001670079,-0.001372565,-0.000239795,0.000555713,0.003000458,0.000140346,-0.001992658,-0.003082992,-0.001780185,-0.001375065,0.004987134,-0.001857988,0.005439243,0.001612876,-0.002579079,-0.001946511,-0.00092508,0.012159276,-0.004073871,28,17,27,31,1,22,24,7,23,3,11,30,4,18,21,32,29,10,33,13,9,16,20,6,15,5,19,12,14,25,2,8
23,2006,40,40,Mississippi,37,3740465,4583802,5666665,2533482,4142751,439613,1448675,12597577,19273811,6676233,6788726190,17407930952,16278317857,4142751190,1119448810,2904978,22743375501,0,4151144048,95834259524,1.48,1.81,2.24,1.07,385.36,0.1,0.21,1426.09,0.07,0.18,0.17,0.24,0,40,-0.000620101,-0.000122318,-0.003204457,0.003392225,-0.022579636,0.004634761,-0.004690226,-0.006188118,-0.002366341,0.010959355,-0.008303375,-0.004164081,0.012657037,0.000601513,-0.004870861,0.002697247,0.0010739,7.04E-06,-0.003155135,0.00129652,0.000939512,0.003530294,-0.002164917,0.003662886,0.001407277,0.001058416,0.001050424,-0.001325717,-0.002966051,0.002207776,0.012137941,0.000419052,29,32,14,13,1,9,8,6,19,4,5,10,2,30,7,18,25,33,15,24,28,12,21,11,22,26,27,23,17,20,3,31
24,2006,17,17,Missouri,36,4131567,7115426,7256705,2512949,4907748,-1943225,4544151,33411027,40831724,7420696,12149845238,25559295238,24773103571,4907747619,786191667,5842704,39105813607,0,3385765476,2.37E+11,1.64,2.83,2.89,1.03,134.56,0.06,0.12,839.98,0.05,0.11,0.1,0.16,0,17,-0.001356245,-0.001958031,-0.000460452,-0.001197996,-0.020646304,-0.000247274,-0.000412442,-0.005734825,-0.000531728,0.006225977,-0.006063351,-0.005310557,0.009174546,-0.001371735,0.000740446,0.000307169,0.000581091,-0.001007486,-0.001411986,0.0005517,0.001019584,-8.45E-06,-0.005298471,-0.00089332,-0.000973959,0.0014729,0.003464879,-0.000923668,-0.002094547,-0.001856068,0.00047755,-0.000785709,16,11,29,17,1,32,30,5,27,3,4,6,2,15,24,31,25,19,14,26,18,33,7,22,20,13,8,21,10,12,28,23
25,2006,7,7,Montana,22,3647654,4377195,4729761,919554,548548,792525,2943189,7130251,8598352,1468101,2248958333,5295302381,4548894048,548547619,746408333,952692,6630612211,0,512296429,36076826190,3.97,4.76,5.14,1.16,783.47,0.43,0.06,575.79,0.06,0.15,0.13,0.18,0,7,-0.000595777,0.001610061,-0.00250156,0.001858232,-0.028284031,0.007223056,-0.003696047,-0.006418236,-0.002371705,0.017242972,-0.004543055,-0.006098709,0.012243273,-0.000769719,-0.003697006,0.00125565,-0.001255291,0.000736762,0.000882838,0.002416651,0.004455687,0.000131735,-0.002874623,0.00332427,0.002341802,0.003023162,0.000400531,0.001295295,0.001086386,0.001853292,0.009633534,-0.000803235,31,21,15,19,1,5,11,6,17,2,8,7,3,29,10,23,24,30,27,16,9,33,14,12,18,13,32,22,25,20,4,28
26,2006,2,2,Nebraska,34,3230552,4323648,5013785,1766080,284174,846993,2191870,11699777,13750031,2050254,4496377381,8117857143,7458333333,284173810,676723810,1772693,5165638181,0,69744048,74942129762,1.83,2.45,2.84,1.09,381.75,0.22,0.02,160.31,0.06,0.11,0.1,0.07,0,2,-0.001017776,-0.000393475,-0.001166338,0.001108267,-0.030146208,0.004285033,-0.003007543,-0.006787668,-0.001628858,0.021629438,-0.00848841,-0.004434906,0.011228925,-0.001959748,-0.00756319,0.000550014,-0.00241776,-2.62E-06,0.002607725,0.002485342,-0.002415403,0.001105549,-0.004993987,0.004442232,-0.001882775,0.007822257,-0.000747377,-0.001952919,0.002492267,-0.002452183,0.007850253,0.002159884,29,32,26,27,1,12,13,8,25,2,4,11,3,21,7,31,18,33,14,16,19,28,9,10,23,6,30,22,15,17,5,20
27,2006,8,8,Nevada,13,5018357,7557635,8945005,3540510,4277838,608296,2165731,6879329,14697676,7818348,4732120238,8327141667,7392009524,4277838095,696775000,2522658,22290889738,0,4222980952,1.2E+11,1.42,2.13,2.53,1.13,276.21,0.19,0.29,1695.77,0.04,0.07,0.06,0.19,0,8,-0.000729074,0.000541926,-0.001111041,-0.000395664,-0.02250363,0.0031359,-0.003042852,-0.004924675,0.001591033,0.020794826,-0.007236457,-0.003497516,0.011629271,-0.000216369,-0.007438112,0.000983681,-0.002165376,4.32E-06,-0.000414184,-0.003861123,-0.002194577,-0.000519235,-0.003190913,0.003762166,0.001748539,0.003492282,0.001701634,-0.001736792,-0.001198931,-0.000472963,-0.001360413,-0.000667882,24,26,22,31,1,12,13,6,19,2,5,9,3,32,4,23,15,33,30,7,14,27,11,8,16,10,18,17,21,28,20,25
28,2006,10,10,New Hampshire,20,847190,1550295,1635862,686214,1182063,506052,758056,3296170,5164448,1868277,2342378571,6079838095,5855373810,1182063095,224464286,1308389,6101564280,3046996429,1190367857,68165814286,1.23,2.26,2.38,1.04,171.56,0.24,0.23,903.45,0.03,0.09,0.09,0.09,0.04,10,-0.001587195,-0.000815573,-0.001713358,0.003494537,-0.028195711,0.004605046,-0.004785929,-0.009771349,-0.001377987,0.018589252,-0.006233993,-0.007405684,0.010588609,-0.002480764,-0.006560586,-0.003515516,0.000181271,-0.001394851,0.001466296,-0.000965342,-0.002450443,-0.001552762,8.04E-05,0.002791813,0.001120349,0.002853113,-0.000959399,-0.000515566,-0.001801699,0.001165376,-0.001473848,0.001549169,19,30,18,11,1,9,8,4,25,2,7,5,3,14,6,10,32,24,23,28,15,20,33,13,27,12,29,31,17,26,22,21
29,2006,34,34,New Jersey,48,12762737,20652170,21141768,6770614,43321040,-23483116,8483783,-7912790,42178864,50091655,31802491594,58774513843,60394961463,43321040425,-846638096,8661679,99017944464,81944761905,37910978571,4.99E+11,1.89,3.05,3.12,0.97,-97.75,-0.36,1.03,5001.46,0.06,0.12,0.12,0.2,0.16,34,0.002074875,-0.001987689,0.000493557,-0.009220212,0.062079892,-0.013058145,0.006190403,0.016025336,0.001996677,0.004259214,0.012524062,0.012183544,-0.029842675,0.000484659,0.010424334,-0.000363428,0.002134492,0.001237759,-0.003302384,0.001318511,-0.000691405,-0.000237405,0.006608682,-0.003204469,-0.002128788,-0.003178569,0.001039858,0.000315817,0.000505896,-0.001080309,-0.00755481,0.001653041,19,21,29,8,1,4,11,3,20,12,5,6,2,30,7,31,17,24,13,23,27,33,10,14,18,15,26,32,28,25,9,22
30,2006,49,49,New Mexico,9,5087817,6265804,8123615,4520858,3547898,1479020,10205882,19625287,27694043,8068756,5606167857,15424853571,15385594048,3547897619,516788095,1962137,18704640753,4892430952,3266490476,70926996429,1.13,1.39,1.8,1,263.38,0.42,0.13,1808.18,0.08,0.22,0.22,0.26,0.07,49,-0.001696304,0.005228842,0.000927403,0.00025767,-0.023165034,0.006525755,-0.001922027,-0.007357065,0.001679323,0.011822101,-0.005391401,-0.003126309,0.011563849,0.000485505,-0.003174039,0.001264227,0.000994835,0.001945709,0.001548819,-0.00314276,-0.002216556,0.002614631,-0.00308603,0.000679398,0.000342161,-0.000372827,0.002942034,0.002878131,-0.001099605,0.001883831,0.00142236,-0.00398792,20,7,27,33,1,5,18,4,21,2,6,11,3,29,9,24,26,17,22,10,16,15,12,28,32,31,13,14,25,19,23,8
31,2006,42,42,New York,47,23077381,40511905,46770238,27207143,62184524,-24166667,8753571,58491667,147883333,89391667,64677380952,1.47E+11,1.39E+11,62184523810,6307142857,19104631,1.06E+11,57447619048,56101190476,1.01E+12,0.85,1.49,1.72,1.05,330.14,-0.1,0.42,3254.95,0.06,0.15,0.14,0.11,0.06,42,0.001588607,0.000305887,0.00282944,-0.00699581,0.064495481,-0.010927589,0.006224558,0.016895708,0.001846449,-0.037505135,0.011732157,0.009987113,-0.028500339,0.002494171,0.011274907,0.001557097,0.002432484,0.001616788,-0.002972025,-2.10E-05,-0.003242203,0.001914984,0.000373509,0.000663357,-0.000785288,-0.001385023,-0.001482622,0.001661455,-0.000478519,-0.001338906,0.010832552,-3.92E-06,22,31,15,10,1,7,11,4,19,2,5,9,3,16,6,23,17,21,14,32,12,18,30,28,27,25,24,20,29,26,8,33
32,2006,27,27,North Carolina,33,7479449,13061933,20105462,12512515,8030671,-1680932,2591761,34338780,54881967,20543187,23437133333,42692053571,39386804762,8030671429,3310813095,8917270,22370565529,28503114286,7792734524,3.62E+11,0.6,1.04,1.61,1.08,371.28,0.02,0.15,900.58,0.06,0.12,0.11,0.06,0.08,27,-0.000542908,0.000666484,0.003391587,-0.000401876,-0.015722968,0.00275431,0.009804828,-0.002427505,0.002330185,-0.036415943,0.011667076,0.001331517,0.007264746,0.000633762,0.012019784,-0.001281244,0.001502191,-0.00099134,0.001566006,-0.003085535,-0.002405008,0.000503653,-0.004403889,0.002279635,0.000585964,0.005007574,-0.000960996,-0.000768576,-0.000389065,0.001314898,0.009399284,0.001057485,30,27,11,32,2,13,5,14,16,1,4,20,7,28,3,22,19,24,18,12,15,31,9,17,29,8,25,26,33,21,6,23
33,2006,19,19,North Dakota,5,3789652,6486769,8489747,1921636,2701494,1618047,1991344,5507113,10130243,4623130,1651980823,4662615476,4110455202,2701494227,533322960,649422,2772651220,57857143,2014905952,25358861905,1.97,3.38,4.42,1.13,821.23,0.36,0.27,4159.84,0.07,0.18,0.16,0.11,0,19,0.002434303,-0.001251764,-0.002136471,0.003744739,-0.026535134,0.005290964,-0.002464128,-0.008873547,-0.001406697,0.022694087,-0.003419909,-0.004594282,0.015883933,-0.002766238,-0.00514074,0.002030504,-0.001907985,-0.00191688,0.000247579,-0.001257684,0.005160976,0.006438418,-0.003352193,-0.004609181,0.002398197,0.009515441,0.000350696,-0.001061433,-7.48E-05,0.004236659,0.010465765,-0.002758986,20,28,22,14,1,8,19,6,26,2,15,12,3,17,10,23,25,24,32,27,9,7,16,11,21,5,31,29,33,13,4,18
34,2006,32,32,Ohio,19,28794949,36838942,42467429,15100019,35039274,-5136051,3430881,23175099,73314392,50139293,27879276190,58921584524,56882620238,35039273810,2038964286,11481213,1.33E+11,30573809524,13286313095,4.67E+11,1.91,2.44,2.81,1.04,177.59,-0.02,0.48,3051.88,0.06,0.13,0.12,0.28,0.07,32,0.004736982,0.000875146,0.004945829,-0.006144808,0.064990834,-0.009795181,0.007538196,0.015623118,-0.000845861,-0.039388112,0.010623607,0.009362033,-0.031330939,0.002346814,0.010914662,0.000969895,0.001420977,0.003331411,0.000401387,-0.001544079,-0.001060687,-0.001373356,0.008104881,0.001332074,0.002339512,0.001390316,0.000979959,-8.88E-05,-0.000514458,0.00093118,-0.001257858,-0.000818363,14,28,13,11,1,7,10,4,29,2,6,8,3,16,5,26,19,15,32,18,24,21,9,22,17,20,25,33,31,27,23,30
35,2006,18,18,Oklahoma,10,7526393,8669525,8734531,3981489,2547446,3757652,3511062,14705343,21234279,6528936,9181923810,17046386905,15351745238,2547446429,1585273810,3594090,28426337518,0,2677939286,1.46E+11,1.89,2.18,2.19,1.11,441.08,0.34,0.12,708.79,0.06,0.12,0.11,0.2,0,18,0.000470337,0.000470733,0.000931504,0.003651054,-0.028866857,0.004322752,-0.001579359,-0.005983803,-0.003880756,0.01309234,-0.005547287,-0.004788426,0.012769764,-0.000185538,-0.003521211,-0.001197412,-0.001987274,-0.00046173,0.000775691,0.001965963,-0.000761346,-0.00111461,-0.002583967,0.0048837,-0.000393608,0.00484332,0.001557675,-0.003219229,0.000544551,-0.000560392,0.011321633,0.001215199,30,29,24,12,1,10,18,5,11,2,6,9,3,33,13,22,16,31,25,17,26,23,15,7,32,8,19,14,28,27,4,21
36,2006,26,26,Oregon,17,7605296,9242524,10661824,3603575,11741882,2025287,4617385,17947244,33292701,15345457,9335714286,21717738095,20361590476,11741882143,1362002381,3670883,22493793317,365357143,10521161905,1.52E+11,2.11,2.56,2.96,1.07,371.03,0.2,0.35,3198.65,0.06,0.14,0.13,0.15,0,26,0.000344921,0.002605838,-0.004083819,9.68E-05,-0.012385635,0.003578536,-0.003331122,-0.001047203,0.000178201,0.007681423,0.000119096,-0.006022399,0.009392148,0.00205026,-0.003655995,-0.00046249,0.00025933,-0.000926331,0.003408995,-0.0013423,0.000586783,0.000530017,-0.001679991,0.000908995,0.000224415,0.005308769,0.000831595,-0.003556312,-0.000247563,-0.000594259,0.010418346,0.003044044,27,14,7,33,1,9,12,18,31,4,32,5,3,15,8,26,28,19,11,17,24,25,16,20,30,6,22,10,29,23,2,13
37,2006,28,28,Pennsylvania,18,16138970,20646732,23395013,11864921,14043115,-442963,8534313,30890477,56798514,25908037,32707041667,67692330952,64887105952,14043115476,3029927381,12510809,83106023792,0,9298204762,5.67E+11,1.36,1.74,1.97,1.04,242.18,0.14,0.25,1122.48,0.06,0.12,0.11,0.15,0,28,0.002831454,-0.000325792,0.003920149,0.001803351,-0.012377126,-0.012769619,0.008445203,-0.002255798,0.001793094,-0.03546588,0.013582331,0.010041125,-0.029740527,0.001696457,0.011373461,0.003011464,-0.001840584,-0.00105783,0.000525807,0.001130606,-0.002230705,-0.000684658,-0.000161919,0.003684436,-0.000593119,0.001870136,0.001797463,-0.000373665,0.00200024,-0.002894598,-0.001884626,-0.000276072,14,31,10,21,5,4,8,15,23,1,3,7,2,24,6,12,20,26,29,25,16,27,33,11,28,19,22,30,17,13,18,32
38,2006,50,50,Rhode Island,41,1251813,1683863,2045888,918037,2983004,-1119246,799793,1417610,5318650,3901040,3326464286,8634872619,8519885714,2983003571,114986905,1063096,13424404357,769673248,2988810714,49492584524,1.36,1.83,2.23,1.01,108.16,-0.06,0.56,2805.96,0.07,0.17,0.17,0.27,0.02,50,-0.002866308,0.000561095,-0.004885281,0.003289418,-0.023438474,0.004198972,-0.002168679,-0.004896846,-0.001248116,0.019900846,-0.007907622,-0.005138382,0.012619004,-0.00235195,-0.00662977,0.000174311,-0.001642921,0.001475611,0.000421715,-0.001479271,-0.001593954,0.003039738,0.008657502,0.002267816,-0.002349493,0.000578669,-0.00077576,8.52E-05,0.004431349,0.000332821,-0.00115852,-0.00409942,15,28,9,13,1,11,19,8,24,2,5,7,3,16,6,32,20,23,30,22,21,14,4,18,17,27,26,33,10,31,25,12
39,2006,36,36,South Carolina,21,6556373,8644115,11550779,5651029,10303905,1059608,5164587,19729914,35684848,15954933,10146423810,25129633333,23032082143,10303904762,2096909524,4357847,32702012937,0,9837478571,1.59E+11,1.16,1.53,2.04,1.09,481.18,0.17,0.29,2364.45,0.06,0.16,0.15,0.21,0,36,-0.004299293,0.000609045,-0.00069808,0.001791329,-0.013204717,0.004695206,-0.001921074,-0.001776264,-0.00111832,0.007163062,-0.001558187,-0.000837879,0.005517246,-0.000292527,-0.004211935,-0.002429807,-0.003778085,0.002139404,-0.002930034,1.45E-05,-0.003868431,-0.002332798,-0.003662205,-0.000896027,-0.000775811,0.001263507,0.00073061,0.002207445,0.000849721,0.002241596,0.010910503,0.002310159,6,31,30,19,1,5,18,20,24,3,21,27,4,32,7,12,9,17,11,33,8,13,10,25,28,23,29,16,26,15,2,14
40,2006,4,4,South Dakota,26,886688,1549848,2754650,573380,617256,208987,1517440,5098281,6288917,1190636,1271484524,3511884524,3316476190,617255952,195408333,783033,1008641273,0,598442857,32815250000,1.55,2.7,4.8,1.06,249.55,0.27,0.1,788.29,0.04,0.11,0.1,0.03,0,4,-8.01E-05,0.001399181,-0.003134373,0.002049587,-0.025577862,0.005310158,-0.00275939,-0.008751094,-0.002549825,0.018887101,-0.007178881,-0.006047774,0.014191191,-0.000899041,-0.006059684,0.000627966,-0.000912765,-0.002068112,0.000538931,0.002744768,0.004207995,-0.000539311,-0.001518399,0.001447192,0.001223549,-0.00012123,0.000122825,-0.002245044,0.001824189,0.000213984,-0.002014726,-0.000461017,33,22,10,17,1,8,11,4,13,2,5,7,3,25,6,26,24,16,28,12,9,27,20,21,23,32,31,15,19,30,18,29
41,2006,6,6,Tennessee,23,5426089,8792287,8950960,2372706,1762010,2809661,2600302,29462352,33597068,4134715,12598394048,26727576190,24382816667,1762009524,2345198810,6088766,13065396379,0,1488265476,2.39E+11,2.29,3.71,3.77,1.1,385.17,0.16,0.05,289.39,0.05,0.11,0.1,0.05,0,6,0.002431353,-0.000304278,0.000640944,-0.000355536,-0.027175236,0.001168516,-0.002516187,-0.007205651,-0.000197731,0.00756919,-0.0033177,-0.002699691,0.012944014,-0.00010772,-0.003559508,0.000839,8.94E-05,0.000130466,0.001099357,0.00147598,0.005475307,-0.003888887,-0.007381558,0.002885957,0.000658043,0.009276191,0.000132332,-0.000249876,-0.001608411,0.002134935,0.00863152,0.001434173,15,27,25,26,1,20,14,7,29,5,11,13,2,32,10,23,33,31,21,18,8,9,6,12,24,3,30,28,17,16,4,19
42,2006,9,9,Texas,2,24689383,35290092,49699779,33126594,30784850,19942376,58101421,152263608,216175052,63911444,40468863095,1.14E+11,99537561905,30784850000,14512294048,23359580,1.06E+11,135119048,27166666667,9.74E+11,0.75,1.07,1.5,1.14,621.26,0.36,0.14,1317.87,0.04,0.12,0.1,0.11,0,9,0.002919413,0.001347773,0.005125213,-0.006050695,0.06399285,-0.013098728,0.006307026,0.01615228,0.002126103,-0.042451373,0.01331462,0.007990107,-0.029062489,-0.001025141,0.010775936,-6.90E-05,-0.001370451,-0.000705206,-6.76E-05,0.000250703,-0.001066697,-0.001091584,-0.003444558,0.000415366,0.002807446,0.005609294,0.00087418,0.000497207,-0.000599562,-0.001004324,0.0107947,0.000394542,16,20,14,11,1,6,10,4,18,2,5,9,3,23,8,32,19,26,33,31,22,21,15,29,17,12,25,28,27,24,7,30
43,2006,5,5,Utah,16,4222701,9179663,9305051,1174749,4711810,2082530,4189238,16690600,22577158,5886558,6530703571,11737055952,9517422619,4711809524,2219633333,2525507,11478751871,799007143,4602380952,93665105952,3.59,7.81,7.92,1.23,878.89,0.28,0.21,1865.69,0.07,0.13,0.1,0.12,0.01,5,-0.001016195,0.002174337,0.000395735,0.003383224,-0.021807472,0.000974338,-0.004880989,-0.006757254,-4.97E-05,0.010885647,-0.002272822,-0.007020784,0.014191094,-0.000874759,-0.001882746,-0.000897581,-0.000140798,-0.000844529,0.002026025,0.001440188,0.003042991,0.000134193,-0.002060737,0.001250666,-0.000703225,0.007253338,-0.001406582,-0.002101965,0.000371331,-0.001754497,0.010641694,0.000249878,22,13,28,10,1,23,8,7,33,3,12,6,2,25,17,24,31,26,16,19,11,32,15,21,27,5,20,14,29,18,4,30
44,2006,37,37,Vermont,43,684449,1042617,1056623,475080,800225,-97225,448585,1637626,2912931,1275305,2774467227,4836428571,4781967429,800224988,54360864,622892,2299282065,0,550017857,27395025000,1.44,2.19,2.22,1.01,87.27,0.12,0.27,1284.69,0.1,0.18,0.17,0.08,0,37,0.000516684,-0.00171201,-0.00239389,0.002428107,-0.026971925,0.007408611,-0.004689959,-0.006784184,-0.000985447,0.020403949,-0.00562163,-0.003954623,0.011496166,-0.002113441,-0.005843623,0.000700606,-0.00327884,-0.000356184,0.000322438,-0.001714929,-0.001495304,0.004727371,-0.002457229,0.002335487,-0.000905238,-0.001565633,0.000110378,-0.001382706,-0.000754661,0.004805178,-0.000506622,-4.39E-05,27,19,15,14,1,4,10,5,23,2,7,11,3,17,6,26,12,29,30,18,21,9,13,16,24,20,32,22,25,8,28,33
45,2006,11,11,Virginia,11,12954910,16085282,16422995,7271446,8220661,3442296,2831101,20164871,35656979,15492107,20270258333,34453148810,31917701190,8220660714,2730942857,7673725,37720986752,2447775000,8739076190,3.9E+11,1.78,2.21,2.26,1.08,355.88,0.18,0.23,1071.27,0.05,0.09,0.08,0.1,0.01,11,0.001586577,0.001523711,0.002817766,0.00229604,-0.010726988,-0.012090874,0.007729424,-0.001925449,-0.001484503,0.004928834,0.010452662,-0.004269387,0.004111748,0.000919628,-0.001094895,-0.000914603,-0.002447182,-0.002170671,0.003130216,-0.002025352,-0.001616113,-0.002915377,-0.003828213,0.000888232,-3.25E-05,0.004124073,0.001131752,-0.002384781,-0.002508882,-0.000824503,0.011010627,0.001574278,23,25,14,18,3,1,5,21,26,7,4,8,10,29,28,30,16,19,12,20,22,13,11,31,33,9,27,17,15,32,2,24
46,2006,31,31,Washington,29,12600101,18553704,22450445,9807320,36379320,-3271756,8937343,24759104,70945744,46186640,18570292857,42002380952,39258119048,36379320238,2800719048,6370753,27471198671,0,15003571429,3.06E+11,1.28,1.89,2.29,1.07,439.62,0.08,0.51,5710.36,0.06,0.14,0.13,0.09,0,31,-0.000575362,0.001909852,0.003509233,-0.007039965,0.062271539,0.001264789,0.000138808,0.017033483,0.002689371,-0.038841917,0.013643306,0.000866904,-0.032332164,0.002103406,-0.001811634,-2.04E-05,-0.002848285,0.000433582,0.001902697,-0.001922683,-0.000471674,-4.64E-05,0.007978092,-0.005992452,-0.001454379,0.004732965,0.00065689,0.000384954,0.001150323,-0.001481559,0.011211507,-0.000951499,27,17,12,8,1,22,31,4,14,2,5,25,3,15,19,33,13,29,18,16,28,32,7,9,21,11,26,30,23,20,6,24
47,2006,35,35,West Virginia,42,4725138,6001674,6448939,2059607,6936750,-2292892,1975069,7746783,16743140,8996357,5103565476,13511310714,12256496429,6936750000,1254814286,1827912,11712436535,0,2206144048,61813972619,2.29,2.91,3.13,1.1,686.47,-0.02,0.41,3794.9,0.08,0.22,0.2,0.19,0,35,4.50E-05,-0.002351806,-0.003414259,0.003376069,-0.022574752,0.005344523,-0.005054616,-0.007104423,-0.000444758,0.020978053,-0.004140661,-0.004378893,0.010653377,-0.002179653,-0.004401569,0.001165936,0.001471568,-0.002188752,-0.000384887,0.001324666,0.000968583,-0.001123929,-0.003031329,-0.004928516,-0.002591732,0.002993791,0.000110123,-0.000990708,0.000249636,-0.000339515,0.007159094,-0.000537362,33,17,12,13,1,6,7,5,28,2,11,10,3,19,9,22,20,18,29,21,26,23,14,8,16,15,32,25,31,30,4,27
48,2006,48,48,Wisconsin,44,5799788,12301843,13167587,8420024,13639702,-9641332,5422365,14275383,36335110,22059726,15670000000,32381071429,31843569048,13639702381,563520238,5577655,38663638603,0,12687415476,2.4E+11,0.69,1.46,1.56,1.02,101.03,-0.12,0.38,2445.42,0.07,0.13,0.13,0.16,0,48,-0.0017112,-0.000133519,0.00245263,0.001297276,-0.013104744,0.000702625,-0.001044182,-0.001036525,-0.00033745,0.005169549,-0.000184054,-9.27E-05,0.005264465,-0.000377879,0.000844532,0.002035905,-0.000399319,0.000149036,-0.002515339,0.000937194,-0.004161805,-0.00127765,-0.004575125,-0.001047124,0.000657557,-0.001577799,0.001832216,-0.003334397,0.001148345,-0.000158975,-7.74E-06,-0.000410672,11,31,8,13,1,22,17,18,27,3,28,32,2,26,20,9,25,30,7,19,5,14,4,16,23,12,10,6,15,29,33,24
